2021-01-01,29376.71
2021-01-02,32129.38
2021-01-03,32782.66
2021-01-04,31971.91
2021-01-05,33922.06
2021-01-06,36824.36
2021-01-07,39371.04
2021-01-08,40795.61
2021-01-09,40254.54
2021-01-10,38356.47
2021-01-11,35477.39
2021-01-12,34031.06
2021-01-13,37316.36
